label,recommended_fertilizer,eco_friendly_alternative,dosage
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
11,SSP,Vermicompost,60-100 kg/acre
11,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
3,SSP,Vermicompost,60-100 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
9,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
18,General Purpose Fertilizer,Organic Fertilizer Blend,50-80 kg/acre
